BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
books/daglib/0011413,2011-04-12,,,Mono - a developer's notebook: Gtk# MonoDevelop web services IKVM.,,I-XXII 1-278,2004,,,,,,,
books/daglib/0067929,2011-04-07,,,Mathematisches Modellieren dynamischer Vorgänge - eine Einführung in die Programmiersprache DYNAMO.,,1-288,1985,,,,,,Leitfäden der angewandten Informatik,
books/daglib/0067905,2011-05-05,,,Formal languages automata and complexity - theory of computation.,,I-XII 1-322,1989,,,,,,notThenot Benjamin/Cummings series in computer science,
books/daglib/0012539,2011-04-14,,,Embedded system design.,,I-XIV 1-241,2003,,,,,,,
books/daglib/0071111,2011-04-29,,,Introduction to programming with Mathematica.,,I-XIX 1-302,1993,,,,,,,
books/daglib/0030112,2017-05-16,,,Engineering Secure Two-Party Computation Protocols - Design Optimization and Applications of Efficient Secure Function Evaluation.,,I-XVI 1-138,2012,,,,,,,
books/daglib/0020600,2011-02-15,,,Software engineering - principles and practice (3. ed.).,,I-XXVI 1-713,2008,,,,,,,
books/daglib/0024504,2011-02-04,,,Hackers - Heroes of the Computer Revolution.,,I-XVI 1-499,2010,,,,,,,
books/daglib/0014801,2011-04-06,,,The DAM book - digital asset management for photographers: sorting and archiving your photography collection using photoshop CS2 bridge and digital asset management software.,,I-XIV 1-280,2005,,,,,,,
books/daglib/0099122,2011-08-26,,,Stochastic algorithms in scheduling theory.,,I-X 1-134,1999,218,,,,,DISKI,
books/daglib/0089957,2017-03-27,,,Informationsmanagement - theoretische Grundlagen und Führungskonzept.,,I-VIII 1-384,1996,,,,,,,University of Zurich Switzerland
books/daglib/0011892,2011-04-12,,,iPod fan book - go everywhere with iPod.,,I-XV 1-96,2004,,,,,,,
books/daglib/0029053,2017-05-29,,,Reconfigurable Field Programmable Gate Arrays for Mission-Critical Applications.,,I-VII 1-220,2011,,,,,,,
books/daglib/0021792,2011-02-08,,,Programming ASP.NET 3.5 - building web applications: updated for ASP.NET 3.5 and Visual Studio 2008 (4. ed.).,,I-XIX 1-1144,2009,,,,,,,
books/daglib/0022102,2011-02-08,,,Data-Driven Services with Silverlight 2 - data access and web services for rich internet applications: includes LINQ REST ADO.NET Data Services and more.,,I-XXII 1-342,2009,,,,,,,
books/daglib/0031216,2013-05-31,,,Atlas of Science - Visualizing What We Know.,,I-XI 1-254,2010,,,,,,,
books/daglib/0070541,2011-04-28,,,Data communications computer networks and open systems (3. ed.).,,I-XI 1-772,1993,,,,,,Electronic-systems engineering series,
books/daglib/0090286,2011-04-26,,,Maschinelles Lernen und wissensbasierte Systeme - systematische Einführung mit praxisorientierten Fallstudien.,,I-VII 1-272,1997,,,,,,,
books/daglib/0007445,2011-04-15,,,Graph separators with applications.,,I-XII 1-257,2001,,,,,,Frontiers of computer science,
books/daglib/0020510,2011-02-03,,,Algorithms for topology-aware sensor networks.,,1-123,2007,,,,,,,
books/daglib/0067009,2011-05-05,,,Implementing discrete mathematics - combinatorics and graph theory with Mathematica.,,I-VIII,1990,,,,,,,
books/daglib/0081802,2011-05-02,,,Exploring calculus with Mathematica.,,I-X 1-341,1992,,,,,,,
books/daglib/0031451,2013-10-06,,,Introduction to Computing and Programming with Java.,,I-XXVII 1-558,2007,,,,,,,
books/daglib/0083810,2011-04-26,,,CAD and office integration - OLE for design and modeling: a new technology for CA software.,,I-XII 1-162,1996,,,,,,,
books/daglib/0025928,2017-05-16,,,Handbook of Research on Computational and Systems Biology - Interdisciplinary Applications.,,,2011,,,db/books/daglib/0025928.html,,,,
books/daglib/0025266,2012-02-29,,,MIMO Wireless Communications.,,I-XVII 1-323,2010,,,,,,,
books/daglib/0070731,2016-04-28,,,Relational Database - Selected Writings.,,I-XIV 1-497,1989,,,,,,,
books/daglib/0007797,2011-04-15,,,Partial Differential Equations - Analytical and Numerical Methods.,,I-XXII 1-614,2002,,,,,,,
books/daglib/0066750,2011-04-07,,,Programming with TopSpeed Modula-2.,,I-XVIII 1-605,1991,,,,,,,
books/daglib/0076870,2011-04-29,,,Radiosity and realistic image synthesis.,,I-XV 1-381,1993,,,,,,,
books/daglib/0013536,2011-04-01,,,Perl best practices - standards and styles for developing maintainalbe code.,,I-XXII 1-517,2005,,,,,,,
books/daglib/0030191,2013-01-09,,,Dependence Logic - A New Approach to Independence Friendly Logic.,,I-IX 1-225,2007,70,,,,,London Mathematical Society student texts,
books/daglib/0001091,2015-04-27,,,Algorithms in C++ - Parts 1-4: Fundamentals Data Structures Sorting Searching.,,I-XIX 1-716,1998,,,,,,,
books/daglib/0024005,2017-05-16,,,Cognitive Reasoning - A Formal Approach.,,I-X 1-437,2010,,,db/series/cogtech/index.html#0024005,,,Cognitive Technologies,
books/daglib/0000757,2011-04-07,,,PHP pocket reference - web scripting.,,I-VI 1-114,2000,,,,,,,
books/daglib/0001294,2011-04-12,,,Principles of optics - electromagnetic theory of propagation interference and diffraction of light (7. ed.).,,I-XXXIII 1-952,1999,,,,,,,
books/daglib/0003020,2011-04-14,,,Ratgeber dBase IV für Anwender.,,I-XIV 1-366,1990,,,,,,,
books/daglib/0019304,2011-04-08,,,Image processing - the fundamentals.,,I-XX 1-333,1999,,,,,,,
books/daglib/0095955,2011-05-09,,,4 Farben ein Bild - Grundwissen für die Farbbildbearbeitung mit Photoshop und QuarkXPress 3. Auflage.,,1-88,1999,,,,,,Edition PAGE,
books/daglib/0079765,2011-04-29,,,Digital signal processing in communication systems.,,I-XVI 1-624,1994,,,,,,,
books/daglib/0067203,2011-05-05,,,Matrix logic.,,I-VIII 1-215,1988,,,,,,,
books/daglib/0000760,2011-04-08,,,Problems on algorithms.,,I-X 1-179,1995,,,,,,,
books/daglib/0067105,2011-04-07,,,Systematic software development using VDM (2. ed.).,,I-XIV 1-333,1991,,,,,,Prentice Hall International Series in Computer Science,
books/daglib/0078900,2011-04-08,,,From natural language processing to logic for expert systems - a logic based approach to artificial intelligence.,,,1996,,,,,,,
books/daglib/0011308,2011-04-07,,,Evolutionäre Algorithmen - genetische Algorithmen Strategien und Optimierungsverfahren Beispielanwendungen.,,I-X 1-252,2004,,,,,,,
books/daglib/0014491,2011-04-01,,,Essential PHP security - a guide to building secure web applications.,,I-XII 1-109,2005,,,,,,,
books/daglib/0085577,2011-04-27,,,Foundations for programming languages.,,I-XIX 1-846,1996,,,,,,Foundation of computing series,
books/daglib/0030278,2012-12-10,,,Enterprise Games - Using Game Mechanics to Build a Better Business.,,I-XI 1-199,2012,,,,,,,
books/daglib/0030168,2017-06-14,,,Meta-Programming and Model-Driven Meta-Program Development - Principles Processes and Techniques.,,I-XVII 1-326,2013,,,,,,Advanced Information and Knowledge Processing,
books/daglib/0080554,2011-04-08,,,An introduction to object-oriented design in C++.,,I-XIV 1-866,1996,,,,,,,
books/daglib/0017636,2011-03-21,,,Applied partial differential equations - a visual approach.,,I-IX 1-206,2007,,,,,,,
books/daglib/0017156,2011-04-06,,,Low-power CMOS circuits - technology logic design and CAD tools.,,,2005,,,,,,,
books/daglib/0025139,2017-05-16,,,Handbook of Cloud Computing.,,,2010,,,db/books/collections/FE2010.html,,,,
books/daglib/0084428,2011-04-28,,,Safer C - developing software for high-integrity and safety-critical systems.,,I-XIII 1-228,1995,,,,,,McGrawHill international series in software engineering,
books/daglib/0029571,2012-10-15,,,Book - A Futurist's Manifesto: a Collection of Essays from the Bleeding Edge of Publishing.,,I-VIII 1-304,2012,,,,,,,
books/daglib/0006031,2011-04-15,,,Spectral techniques in VLSI CAD.,,I-XIII 1-250,2001,,,,,,,
books/daglib/0083722,2011-04-28,,,An introduction to the theory of numbers (5. ed.).,,I-XIV 1-426,1995,,,,,,,
books/daglib/0025841,2011-03-15,,,Bilder der Mathematik (2. Aufl.).,,I-XI 1-340,2010,,,,,,,
books/daglib/0086761,2011-04-21,,,Gehirn Computer Komplexität.,,I-VIII 1-246,1997,,,,,,,
books/daglib/0016977,2011-03-24,,,Visual Basic 2005 cookbook - solutions for VB 2005 programmers.,,I-XXIV 1-713,2006,,,,,,,
books/daglib/0021789,2011-02-08,,,Photoshop Lightroom 2 adventure - mastering Adobe's next-generation tool for digital photographers.,,I-XVII 1-365,2009,,,,,,,
books/daglib/0066997,2011-05-05,,,Digital image warping.,,I-XVI 1-318,1990,,,,,,,
books/daglib/0002208,2011-04-12,,,Windows Millennium - the missing manual.,,I-X 1-413,2000,,,,,,,
books/daglib/0069857,2011-04-19,,,Parallel complexity of linear system solution.,,I-IX 1-218,1991,,,,,,,
books/daglib/0016278,2011-04-08,,,On the origin of objects.,,I-XII 1-420,1996,,,,,,,
books/daglib/0067802,2014-12-19,,,Neural computation and self-organizing maps - an introduction.,,1-306,1992,,,,,,Computation and neural systems series,
books/daglib/0032695,2016-04-28,,,Mathematics & Climate.,,I-XX 1-295,2013,,,,,,,
books/daglib/0078819,2011-04-27,,,What you need to know using email effectively.,,I-XII 1-146,1995,,,,,,,
books/daglib/0040628,2017-03-08,,,Automatic differentiation in MATLAB using ADMAT with applications.,,1-105,2016,,,,,,Software environments and tools,
books/daglib/0067734,2011-05-05,,,Conceptual schema and relational database design - a fact oriented approach.,,I-XIV 1-342,1989,,,,,,,
books/daglib/0012128,2011-02-06,,,Oracle SQL*Plus pocket reference - SQL*Plus and SQL syntax: covers Oracle databases 10g (3 ed.).,,I-VII 1-146,2005,,,,,,,
books/daglib/0000750,2011-04-07,,,AutoCAD 2000 in a nutshell - a command reference guide.,,I-XII 1-625,2000,,,,,,,
books/daglib/0016873,2017-05-16,,,Ad-hoc networks - fundamental properties and network topologies.,,I-XIII 1-146,2006,,,,,,,
books/daglib/0028712,2012-04-14,,,Getting Started with Netduino.,,I-XII 1-84,2012,,,,,,,
books/daglib/0032279,2017-05-16,,,Annual Dynamics of Daylight Variability and Contrast - A Simulation-Based Approach to Quantifying Visual Effects in Architecture.,,I-X 1-83,2013,,,,,,Springer Briefs in Computer Science,
books/daglib/0082247,2011-04-28,,,Softwaremanagement - Analyse und Entwurf.,,I-VIII 1-210,1995,,,,,,,
books/daglib/0066875,2011-04-12,,,The Stable marriage problem - structure and algorithms.,,I-XVII 1-240,1989,,,,,,Foundations of computing series,
books/daglib/0003878,2011-04-12,,,Signal detection theory.,,I-XVIII 1-725,2001,,,,,,,
books/daglib/0039013,2017-05-16,,,Embedded System Design - Embedded Systems Foundations of Cyber-Physical Systems Second Edition.,,I-XXI 1-389,2011,,,,,,Embedded Systems,
books/daglib/0091720,2011-04-26,,,Functional C.,,I-XVI 1-433,1997,,,,,,,
books/daglib/0030431,2013-02-19,,,Mathematical Writing.,,1-115,1989,14,,,,,MAA notes,
books/daglib/0088938,2011-04-28,,,Knowledge-based assisted database retrieval systems.,,I-XIV 1-232,1996,,,,,,,
books/daglib/0020331,2011-02-15,,,Introduction to software testing.,,I-XXII 1-322,2008,,,,,,,
books/daglib/0091934,2011-04-18,,,FrontPage 98 - das Buch.,,1-684,1998,,,,,,,
books/daglib/0066758,2011-04-07,,,C++ primer (2 ed.).,,1-614,1991,,,,,,,
books/daglib/0011570,2011-03-25,,,OpenGL shading language.,,I-XL 1-565,2004,,,,,,,
books/daglib/0012308,2011-04-01,,,Grundlagen von Datenbanksystemen - Ausgabe Grundstudium (3. Aufl.).,,1-550,2005,,,,,,,
books/daglib/0023033,2013-07-20,,,Genetic Algorithms and Genetic Programming - Modern Concepts and Practical Applications.,,I-XXVII 1-365,2009,,,,,,,
books/daglib/0066952,2011-04-07,,,Knowledge representation - an AI perspective.,,I-IX 1-251,1991,,,,,,Tutorial monographs in cognitive science,
books/daglib/0084733,2011-04-27,,,Information modelling - practical guidance.,,I-XIV 1-304,1996,,,,,,BCS practitioner series,
books/daglib/0035701,2017-05-16,,,A Distribution-Free Theory of Nonparametric Regression.,,I-XVI 1-647,2002,,,,,,Springer series in statistics,
books/daglib/0011090,2011-04-07,,,Sicherheitsrisiko Web-Anwendung - wie Web-Programmierer Sicherheitslücken erkennen und vermeiden.,,I-XI 1-241,2004,,,,,,,
books/daglib/0082253,2017-03-16,,,Die Entstehung von Electronic Data Interchange Standards.,,I-XVIII 1-158,1994,,,,,,Gabler Edition Wissenschaft,Ludwig Maximilian University of Munich Germany
books/daglib/0082210,2011-04-29,,,Begreppsystem för terminologisk analys.,,1-266,1994,,,,,,,
books/daglib/0084720,2011-04-12,,,Managing computer projects - avoiding the pitfalls.,,,1992,,,,,,,
books/daglib/0081898,2017-04-27,,,Mathematica - ein System für Mathematik auf dem Computer 2. Auflage.,,I-XXV 1-993,1994,,,,,,,
books/daglib/0031971,2017-05-16,,,Photonic Network-on-Chip Design.,,I-X 1-213,2014,68,,,,,Integrated Circuits and Systems,
books/daglib/0082235,2011-04-28,,,Der Software-Entwicklungsprozeß - ganzheitliche Sicht: Grundlagen zu Entwicklungs-Prozeß-Modellen.,,I-XIX 1-390,1995,,,,,,,
books/daglib/0073509,2011-04-08,,,Artificial neural networks - theory and applications.,,I-XIV 1-477,1996,,,,,,,
books/daglib/0068839,2011-03-23,,,Logics for artificial intelligence.,,1-121,1984,,,,,,Ellis Horwood series in artificial intelligence,
books/daglib/0077861,2011-04-29,,,Inside case-based explanation.,,I-XVIII 1-416,1994,,,,,,Artificial intelligence series,
books/daglib/0019672,2011-03-24,,,Code - version 2.0.,,I-XVII 1-410,2006,,,,,,,
books/daglib/0090274,2011-08-24,,,Fuzzy clustering models and applications.,,I-IX 1-122,1997,9,,db/series/sfsc/index.html#0090274,,,Studies in Fuzziness and Soft Computing,
books/daglib/0011809,2011-04-12,,,Modding Mac OS X - extreme makeovers for your Mac.,,I-XXI 1-276,2004,,,,,,,
books/daglib/0007447,2011-02-03,,,Java für Studenten - Grundlagen der Programmierung (3. Aufl.).,,1-678,2003,,,,,,,
books/daglib/0009491,2011-04-12,,,Digitale Highend-Fotografie - Grundlagen und Werkzeuge der professionellen Digitalfotografie.,,1-144,2003,,,,,,,
books/daglib/0037619,2017-05-16,,,Arguments Stories and Criminal Evidence - A Formal Hybrid Theory.,,I-X 1-292,2011,92,,,,,Law and philosophy library,
books/daglib/0029332,2012-09-04,,,VMware Cookbook - a Real-World Guide to Effective VMware Use: Covers vCloud Director and vShield 2nd Edition.,,I-XIII 1-341,2012,,,,,,,
books/daglib/0072556,2011-05-02,,,Solving geometric constraint systems - a case study in kinematics.,,I-XI 1-277,1992,,,,,,Artificial intelligence,
books/daglib/0082471,2011-04-28,,,Software requirements and specifications - a lexicon of practice principles and prejudices.,,I-XVI 1-228,1995,,,,,,,
books/daglib/0016979,2011-03-24,,,Process improvement essentials - CMMI ISO 9001 Six Sigma.,,I-XIV 1-334,2006,,,,,,,
books/daglib/0035158,2015-05-11,,,Fundamentals of Complex Analysis Engineering Science and Mathematics.,,1-516,2014,,,,,,,
books/daglib/0001202,2011-04-12,,,The image processing handbook (3. ed.).,,1-771,1999,,,,,,,
books/daglib/0021091,2011-03-24,,,BigNum math - implementing cryptographic multiple precision arithmetic.,,I-XVIII 1-296,2006,,,,,,,
books/daglib/0034516,2014-12-08,,,Studying Social Networks - A Guide to Empirical Research.,,1-218,2012,,,,,,,
books/daglib/0090322,2011-04-26,,,Visualization and mathematics - experiments simulations and environments.,,I-XIX 1-386,1997,,,,,,,
books/daglib/0098588,2011-05-05,,,Datenbankabfrage mit SQL - vom Aufbau über die Abfrage zur Verwaltung einer Datenbank ; eine praxisnahe Einführung in den Industriestandard unter den Abfragesprachen für relationale Datenbanksysteme.,,1-336,1989,,,,,,,
books/daglib/0029051,2017-06-14,,,High Quality Test Pattern Generation and Boolean Satisfiability.,,I-XVIII 1-193,2012,,,,,,,
books/daglib/0037562,2016-03-04,,,Big Data und Recht.,,I-XXI 1-138,2014,83,,,,,Schriftenreihe Information und Recht,
books/daglib/0027906,2017-05-16,,,Organizational Interoperability in E-Government - Lessons from 77 European Good-Practice Cases.,,I-XIV 1-185,2011,,,,,,,
books/daglib/0009770,2011-04-14,,,Programming .NET windows applications - rich client applications with C# or VB.NET: covers .NET 1.1 and Visual Studio .NET 2003.,,I-XV 1-1228,2003,,,,,,,
books/daglib/0076466,2017-01-09,,,Eine Architektur zur Anwendung symbolischer Lernverfahren in der Robotik.,,I-IX 1-244,1994,68,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/daglib/0095069,2011-04-21,,,Building a data warehouse for decision support (2. ed.).,,,,,,,,,,
books/daglib/0028831,2012-05-04,,,Machine Learning for Hackers - Case Studies and Algorithms to Get You Started.,,I-XIII 1-303,2012,,,,,,,
books/daglib/0068843,2011-04-08,,,Micro-Prolog - programming in logic.,,I-XI 1-401,1984,,,,,,Prentice Hall international series in computer science,
books/daglib/0013291,2011-04-01,,,Killer game programming in Java - Java gaming and graphics programming.,,I-XXIV 1-969,2005,,,,,,,
books/daglib/0091821,2011-04-28,,,Wireless communications - principles and practice.,,I-XVI 1-641,1996,,,,,,,
books/daglib/0028240,2012-01-03,,,Designing Mobile Interfaces - Patterns for Interaction Design.,,I-XXXIII 1-545,2011,,,,,,,
books/daglib/0082098,2017-05-16,,,First-Order Logic and Automated Theorem Proving Second Edition.,,I-XVI 1-326,1996,,,,,,Graduate Texts in Computer Science,
books/daglib/0028972,2017-05-16,,,Guide to Reliable Distributed Systems - Building High-Assurance Applications and Cloud-Hosted Services.,,I-XXII 1-730,2012,,,,,,Texts in Computer Science,
books/daglib/0011867,2014-12-15,,,Java-Bausteine für E-Commerce-Anwendungen - verteilte Anwendungen mit Servlets CORBA und XML.,,I-XIV 1-434,2000,,,,,,,
books/daglib/0098585,2011-04-07,,,Programming with dBase III.,,I-IX 1-292,1985,,,,,,,
books/daglib/0081574,2011-04-08,,,Porting to Win32 - a guide to making your applications ready for the 32-Bit future of Windows.,,I-XVIII 1-428,1996,,,,,,,
books/daglib/0000781,2011-04-12,,,Bugs in writing - a guide to debugging your prose (2. ed.).,,I-XXXV 1-668,1998,,,,,,,
books/daglib/0012250,2011-02-06,,,Revolution in the valley - the insanely great story of how the Mac was made.,,I-XXIV 1-291,2005,,,,,,,
books/daglib/0067007,2011-04-07,,,Object-oriented engineering - building engineering systems using Smalltalk-80.,,I-XVI 1-425,1992,,,,,,Aksen Associates series in electrical and computer engineering,
