BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
books/daglib/0034579,2015-02-03,,,Visual Business Analytics - Effektiver Zugang zu Daten und Informationen.,,I-XIII 1-218,2013,,,,,,Edition TDWI,
books/daglib/0084696,2011-04-29,,,Computer security basics (3. ed.).,,I-XX 1-448,1992,,,,,,,
books/daglib/0015673,2011-04-08,,,Das Internet - der größte Informationshighway der Welt.,,1-576,1995,,,,,,,
books/daglib/0076214,2017-01-09,,,Objektorientierte Software-Entwicklung am Beispiel von ET++: Design-Muster Klassenbibliothek Werkzeuge.,,I-XII 1-193,1992,,,,,,,University of Zurich Zürich Switzerland
books/daglib/0001687,2011-04-12,,,Perl 5 - pocket reference: programming tools (3. ed.).,,I-VI 1-90,2000,,,,,,,
books/daglib/0084938,2011-04-27,,,Grundlagen der Dokumentenverarbeitung.,,I-XIV 1-274,1996,,,,,,,
books/daglib/0024105,2017-05-16,,,Probabilistic Boolean Networks - The Modeling and Control of Gene Regulatory Networks.,,I-XIII 1-267,2010,,,,,,,
books/daglib/0035143,2015-04-10,,,Evolution.,,I-XIV 1-833,2007,,,,,,,
books/daglib/0005127,2017-04-03,,,The logic of knowledge bases.,,I-XVIII 1-282,2000,,,,,,,
books/daglib/0017583,2011-03-21,,,Informationsintegration - Architekturen und Methoden zur Integration verteilter und heterogener Datenquellen.,,I-XIII 1-464,2007,,,,,,,
books/daglib/0028968,2017-05-16,,,Guide to Software Development - Designing and Managing the Life Cycle.,,I-XVII 1-350,2012,,,,,,,
books/daglib/0077287,2011-04-29,,,What is this thing called science? - an assessment of the nature and status of science and its methods (2. ed.).,,I-XIX 1-179,1994,,,,,,UQP nonfiction,
books/daglib/0009948,2011-04-14,,,AppleScript - the definitive guide: covers Mac OS X Panther.,,I-XIX 1-453,2003,,,,,,,
books/daglib/0018612,2011-03-21,,,Das Blender-Buch - 3D-Grafik und Animation mit freier Software (3. Aufl.).,,I-XI 1-371,2007,,,,,,,
books/daglib/0074233,2011-04-27,,,Model-based software engineering.,,I-XIV 1-259,1994,,,,,,,
books/daglib/0022961,2011-02-09,,,Introduction to digital signal processing - Computer Musically Speaking.,,I-XX 1-429,2009,,,,,,,
books/daglib/0005466,2011-04-15,,,Soft computing - integrating evolutionary neural and fuzzy systems.,,I-XIII 1-328,2001,,,,,,,
books/daglib/0067869,2011-05-05,,,Neural and massively parallel computers - the sixth generation.,,I-XIX 1-460,1988,,,,,,,
books/daglib/0022919,2011-02-09,,,The Myths of Security - What the Computer Security Industry Doesn't Want You to Know.,,I-XIX 1-238,2009,,,,,,,
books/daglib/0071902,2011-05-02,,,The computational brain.,,I-XI 1-544,1992,,,,,,Computational neuroscience,
books/daglib/0018013,2013-04-16,,,Understanding MySQL internals - discovering and improving a great database.,,I-XVII 1-234,2007,,,,,,,
books/daglib/0016803,2011-03-24,,,Programming Python - powerful object-oriented programming (3. ed.).,,I-XLII 1-1552,2006,,,,,,,
books/daglib/0076100,2011-04-29,,,The fuzzy systems handbook - a practitioner's guide to building using and maintaining fuzzy systems.,,I-XXXVII 1-615,1994,,,,,,,
books/daglib/0016863,2017-05-16,,,A computational model of natural language communication - interpretation inference and production in database semantics.,,I-XII 1-365,2006,,,,,,,
books/daglib/0067061,2011-04-07,,,Logic and Prolog.,,I-VIII 1-392,1991,,,,,,,
books/daglib/0029041,2016-07-27,,,Low-Power CMOS VLSI Circuit Design.,,I-XV 1-359,2000,,,,,,,
books/daglib/0018550,2011-04-14,,,From Markov jump processes to spatial queues.,,I-XX 1-156,2003,,,,,,,
books/daglib/0095725,2011-04-21,,,Struktur und Interpretation von Computerprogrammen - eine Informatik-Einführung (3. Aufl.).,,I-XXIII 1-682,1998,,,,,,,
books/daglib/0025258,2011-02-09,,,Computational Rhythm Description - a Review and Novel Approach.,,1-254,2008,,,,,,,
books/daglib/0021441,2011-03-16,,,Postfix - Einrichtung Betrieb und Wartung (2. Aufl.).,,I-XIX 1-556,2008,,,,,,,
books/daglib/0007063,2011-04-12,,,PostgreSQL - Grundlagen Praxis Anwendungsentwicklung mit PHP.,,I-XIV 1-412,2002,,,,,,,
books/daglib/0034034,2017-05-16,,,Cellular Automaton Modeling of Biological Pattern Formation - Characterization Applications and Analysis.,,I-XXIII 1-331,2005,,,,,,Modeling and simulation in science engineering and technology,
books/daglib/0024560,2011-08-26,,,SIP Security.,,I-XIV 1-336,2009,,,,,,,
books/daglib/0025585,2011-03-15,,,Data Analysis with Open Source Tools - a Hands-on Guide for Programmers and Data Scientists.,,I-XVIII 1-509,2011,,,,,,,
books/daglib/0016281,2011-03-23,,,Wireless LANs - 802.11-WLAN Technologie und praktische Umsetzung im Detail (2. Aufl.).,,I-XVIII 1-532,2006,,,,,,,
books/daglib/0016995,2011-04-14,,,UMTS security.,,I-XII 1-273,2003,,,,,,,
books/daglib/0020928,2011-04-15,,,Programming language concepts (3. ed.).,,I-XIX 1-427,1998,,,,,,,
books/daglib/0030047,2017-05-16,,,Automatische Sichtprüfung - Grundlagen Methoden und Praxis der Bildgewinnung und Bildauswertung.,,I-XXIII 1-940,2012,,,,,,,
books/daglib/0072147,2011-04-14,,,The logic of programming.,,1-361,1985,,,,,,Prentice Hall International series in computer science,
books/daglib/0024567,2017-05-16,,,Primer on Optimal Control Theory.,,I-XIII 1-307,2010,,,,,,,
books/daglib/0023209,2017-05-16,,,Vom Lösen numerischer Probleme - Ein Streifzug entlang der SIAM 10x10-Digit Challenge.,,I-XVI 1-381,2006,,,,,,,
books/daglib/0093113,2011-04-21,,,The project management paradigm.,,I-XIV 1-261,1998,,,,,,BCS practitioner series,
books/daglib/0030400,2016-04-14,,,Using Situation Theory to evaluate XML Retrieval.,,I-VI 1-238,2012,106,,,,,Dissertationen zu Datenbanken und Informationssystemen,Glasgow University
books/daglib/0015279,2017-05-16,,,Web communities - analysis and construction.,,I-IX 1-187,2006,,,,,,,
books/daglib/0014442,2017-06-14,,,Geographic information metadata for spatial data infrastructures - resources interoperability and information retrieval.,,I-XXI 1-263,2005,,,,,,,
books/daglib/0014729,2011-02-03,,,Evolutionary computation - toward a new philosophy of machine intelligence (3. ed.).,,I-XVII 1-274,2006,,,,,,,
books/daglib/0084027,2011-04-26,,,Professionelles Imaging - Photo CD und digitaler Farbdruck in der Praxis.,,I-IX 1-165,1996,,,,,,,
books/daglib/0095383,2011-04-21,,,MCSE the electives in a nutshell - a desktop quick reference.,,I-XII 1-357,1998,,,,,,,
books/daglib/0010343,2011-04-14,,,Data structures and algorithms in Java (3. ed.).,,I-XVII 1-681,2003,,,,,,,
books/daglib/0067737,2011-05-03,,,Systemsicherheit unter UNIX.,,I-IX 1-153,1990,,,,,,,
books/daglib/0079766,2011-04-29,,,Data modeling essentials - analysis design and innovation.,,I-XX 1-310,1994,,,,,,VNR computer library,
books/daglib/0035688,2015-06-11,,,Becoming a Better Programmer - A Handbook for People Who Care About Code.,,I-XVIII 1-341,2015,,,,,,,
books/daglib/0079988,2011-04-08,,,Probability and statistics with reliability queuing and computer science applications.,,I-X 1-624,1982,,,,,,,
books/daglib/0037861,2016-05-10,,,Einführung in die Kombinatorik (2. Aufl.).,,I-IX 1-300,2014,,,,,,,
books/daglib/0002209,2011-04-12,,,CVS pocket reference - source code management.,,I-III 1-75,2000,,,,,,,
books/daglib/0020381,2011-04-15,,,Asynchronous circuit design.,,I-XVII 1-404,2001,,,,,,,
books/daglib/0018246,2011-03-21,,,Data mining the web - uncovering patterns in web content structure and usage.,,I-XVI 1-218,2007,,,,,,,
books/daglib/0092304,2011-04-21,,,Software-Projektmanagement kompakt - für Studium und Praxis.,,I-X 1-126,1998,,,,,,,
books/daglib/0010074,2011-04-07,,,Learning Python - object-oriented programming: covers Python 2.3 (2. ed.).,,I-XXVI 1-591,2004,,,,,,,
books/daglib/0091062,2011-04-26,,,Ideals varieties and algorithms - an introduction to computational algebraic geometry and commutative algebra (2. ed.).,,I-XIII 1-536,1997,,,,,,Undergraduate texts in mathematics,
books/daglib/0002190,2011-04-12,,,GIMP - anspruchsvolle Grafikbearbeitung unter Linux und Windows: Version 1.2.,,I-XV 1-514,2000,,,,,,,
books/daglib/0097320,2011-04-20,,,Workflow-Management in der industriellen Praxis - vom Buzzword zum High-Tech-Instrument.,,I-XVI 1-279,1999,,,,,,,
books/daglib/0032072,2017-05-29,,,Applied Spatial Data Analysis with R - Second Edition.,,I-XVIII 1-405,2013,10,,,,,Use R!,
books/daglib/0030804,2013-04-02,,,Graph Structure and Monadic Second-Order Logic - A Language-Theoretic Approach.,,I-XIV 1-728,2012,138,,,,,Encyclopedia of mathematics and its applications,
books/daglib/0037707,2016-05-10,,,Team and Media Competencies in Information Systems 2nd Corrected Edition.,,I-XIII 1-282,2010,,,,,,,
books/daglib/0088185,2011-04-28,,,Bildkompression mit Fraktalen.,,I-VIII 1-232,1996,,,,,,Multimedia engineering,
books/daglib/0024843,2017-04-26,,,UNIX and Linux System Administration Handbook 4th Edition.,,I-XLVII 1-1279,2010,,,,,,,
books/daglib/0009534,2011-04-12,,,Oracle regular expressions - pocket reference: tutorial and quick reference: new in Oracle database 10g.,,I-IV 1-60,2003,,,,,,,
books/daglib/0092243,2011-04-29,,,Die Software-Krise und ihre Macher.,,I-XII 1-150,1992,,,,,,Springer Compass,
books/daglib/0016805,2011-03-24,,,Ruby on rails - up and running: lightning-fast web development.,,I-XI 1-167,2006,,,,,,,
books/daglib/0072399,2011-04-08,,,Computer currents - navigating tomorrow's technology.,,I-XXXI 1-350,1994,,,,,,,
books/daglib/0068093,2011-05-05,,,Cognizers - neural networks and machines that think.,,I-XI 1-260,1988,,,,,,,
books/daglib/0068060,2017-05-16,,,Probabilistic Analysis of Algorithms - On Computing Methodologies for Computer Algorithms Performance Evaluation.,,I-XV 1-240,1987,,,,,,Texts and Monographs in Computer Science,
books/daglib/0086057,2011-04-28,,,Methoden und Techniken der System-Entwicklung (2. Aufl.).,,I-XI 1-389,1996,,,,,,,
books/daglib/0080067,2011-04-27,,,Syntaxbasierte Programmierwerkzeuge.,,1-304,1995,,,,,,Leitfäden der Informatik,
books/daglib/0066919,2011-05-02,,,Algebraic theory of processes.,,I-VI 1-270,1988,,,,,,MIT Press series in the foundations of computing,
books/daglib/0079804,2017-04-06,,,Ein Ansatz zur Formalisierung der Echtzeit-Bildauswertung und seine Nutzung zur automatischen Erzeugung lauffähiger Maschinenprogramme.,,1-183,1995,87,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/daglib/0017004,2011-03-24,,,OpenVPN - Grundlagen Konfiguration Praxis.,,I-XI 1-269,2006,,,,,,,
books/daglib/0009759,2011-04-07,,,Java in der Telekommunikation - Grundlagen Konzepte Anwendungen.,,I-XIII 1-347,2004,,,,,,,
books/daglib/0001199,2011-04-12,,,Technically speaking - a guide for communicating complex information.,,I-X 1-270,1998,,,,,,,
books/daglib/0028931,2017-03-08,,,Einführung in die Programmierung mit LOGO - Lehrbuch für Unterricht und Selbststudium (2. Aufl.).,,1-271,2012,,,,,,,
books/daglib/0090326,2011-04-26,,,Programmieren in C++ - Einführung in den Sprachstandard (4. Aufl.).,,I-XI 1-386,1997,,,,,,Objekttechnologie,
books/daglib/0005756,2011-04-18,,,Hex strategy - making the right connections.,,I-XIII 1-363,2000,,,,,,,
books/daglib/0003968,2011-04-12,,,Mathematical logic for computer science (2. ed.).,,I-XIV 1-304,2001,,,,,,,
books/daglib/0069073,2011-05-06,,,Information-based complexity.,,I-XIII 1-523,1988,,,,,,Computer science and scientific computing,
books/daglib/0082608,2011-05-05,,,Computation and cognition - toward a foundation for cognitive science.,,I-XXII 1-292,1986,,,,,,,
books/daglib/0084011,2011-04-26,,,Der Mikroprozessor - eine ungewöhnliche Biographie.,,I-XV 1-375,1996,,,,,,,
books/daglib/0016881,2011-03-25,,,Elements of information theory (2. ed.).,,I-XXIII 1-748,2006,,,http://www.elementsofinformationtheory.com/,,,,
books/daglib/0082731,2011-04-29,,,Genetic programming 2 - automatic discovery of reusable programs.,,I-XX 1-746,1994,,,,,,Complex adaptive systems,
books/daglib/0028467,2012-03-03,,,Networked Graphics - Building Networked Games and Virtual Environments.,,I-XI 1-522,2009,,,,,,,
books/daglib/0016885,2017-05-16,,,Web archiving.,,I-VII 1-234,2006,,,,,,,
books/daglib/0017504,2017-04-04,,,Java and XML - solutions to real-world problems (3. ed.).,,I-XII 1-465,2007,,,,,,,
books/daglib/0069211,2015-01-09,,,Numerical methods.,,I-X 1-186,1993,,,,,,,
books/daglib/0008632,2017-04-05,,,Eine Methodik für die Entwicklung und Anwendung von objektorientierten Frameworks.,,1-139,1999,,,,,,,Technische Universität Ilmenau Germany
books/daglib/0009646,2011-04-12,,,Active directory cookbook - for Windows Server 2003 and Windows 2000: solutions for administrators and developers: over 325 recipes.,,I-XXVI 1-593,2003,,,,,,,
books/daglib/0011790,2011-02-03,,,Digitale Dunkelkammertechnik - Fotobearbeitung und Farbmanagement mit Open-Source- und Shareware-Werkzeugen.,,I-VIII 1-263,2005,,,,,,,
books/daglib/0041079,2017-06-14,,,Algebra for Applications - Cryptography Secret Sharing Error-Correcting Fingerprinting Compression.,,I-XIV 1-328,2015,,,,,,Springer undergraduate mathematics series,
books/daglib/0067111,2011-05-03,,,Relational database management - a systems programming approach.,,I-XIV 1-555,1989,,,,,,,
books/daglib/0015585,2011-03-23,,,Essential Microsoft Operations Manager - get control of your Windows network with Microsoft's Operations Management Tools.,,I-XXI 1-355,2006,,,,,,,
books/daglib/0086213,2011-04-21,,,Oracle performance tuning - database management systems (2. ed.).,,I-XXII 1-940,1997,,,,,,,
books/daglib/0010683,2011-04-07,,,Cascading style sheets - the definitive guide: visual presentation for the web: covers CSS2 and CSS2.1 (2. ed.).,,I-XVIII 1-507,2004,,,,,,,
books/daglib/0091058,2011-04-26,,,An introduction to the geometry of numbers (Reprint).,,I-VII 1-344,1997,,,,,,Classics in mathematics,
books/daglib/0017976,2011-10-14,,,Queueing networks and Markov chains - modeling and performance evaluation with computer science applications; 2nd Edition.,,I-XVI 1-878,2006,,,,,,,
books/daglib/0082767,2011-04-26,,,Handbook of image processing operators.,,I-IX 1-397,1996,,,,,,,
books/daglib/0079984,2011-04-29,,,Verteilte Betriebssysteme - Grundlagen Netzwerkdienste Beispiele.,,I-XII 1-295,1994,,,,,,,
books/daglib/0073236,2011-04-08,,,Wissenschaftstheorie für Informatiker.,,1-149,1995,,,,,,Spektrum Hochschultaschenbuch,
books/daglib/0029105,2016-04-13,,,Learning from Few Examples for Visual Recognition Problems.,,I-VI 1-254,2011,,,,,,,Friedrich Schiller University of Jena
books/daglib/0098399,2011-04-21,,,Windows NT workstation - configuration and maintenance: automated workstation management.,,I-XIV 1-164,1999,,,,,,,
books/daglib/0008340,2011-04-07,,,Adobe InDesign 2 im integrierten Workflow - Kreativität und Produktivität für Layout und Design.,,1-192,2003,,,,,,,
books/daglib/0036899,2016-06-07,,,Workload Modeling for Computer Systems Performance Evaluation.,,I-XV 1-551,2015,,,,,,,
books/daglib/0000786,2011-04-07,,,Introduction to probability and statistics for engineers and scientists (2. ed.).,,I-XIV 1-578,2000,,,,,,,
books/daglib/0098531,2011-05-06,,,UNIX relational database management - application development in the UNIX environment.,,I-XVIII 1-476,1988,,,,,,,
books/daglib/0015580,2011-03-23,,,Multimedia encryption and authentication - techniques and applications.,,1-395,2006,,,,,,,
books/daglib/0007276,2011-04-18,,,Definitions for hardware and software safety engineers.,,I-VII 1-341,2000,,,,,,,
books/daglib/0003336,2011-04-07,,,SSH the secure shell - the definitive guide: network security.,,I-XV 1-540,2001,,,,,,,
books/daglib/0020796,2017-05-16,,,Surgical scene generation for virtual reality-based training in medicine.,,I-XX 1-167,2008,,,,,,,
books/daglib/0028825,2012-05-04,,,DUALLy - an Eclipse platform for architectural languages interoperability.,,I-VIII 1-116,2011,,,,,,,
books/daglib/0010768,2017-05-16,,,Numerical polynomial algebra.,,I-XV 1-472,2004,,,,,,,
books/daglib/0009426,2011-04-12,,,BLAST - an essential guide to the basic local alignment search tool.,,I-XVIII 1-339,2003,,,,,,,
books/daglib/0022097,2011-02-08,,,Head First Rails - a brain-friendly guide.,,1-429,2009,,,,,,,
books/daglib/0070566,2011-05-05,,,K-Theory.,,I-VII 1-166,1989,,,,,,Advanced book classics,
books/daglib/0067779,2011-05-05,,,Prinzipien der künstlichen Intelligenz - Wissensrepräsentation Inferenz und Expertensysteme.,,1-355,1989,,,,,,Leitfäden und Monographien der Informatik,
books/daglib/0070574,2011-04-19,,,Foundations of applied combinatorics.,,I-V 1-425,1991,,,,,,,
books/daglib/0007489,2011-04-15,,,Implicit objects in computer graphics.,,I-XVII 1-190,2002,,,,,,,
books/daglib/0075995,2011-04-29,,,Berufe im Archiv- Bibliotheks- Informations- und Dokumentationswesen - ein Wegweiser zur Ausbildung (3. Aufl.).,,1-319,1994,,,,,,,
books/daglib/0014458,2011-04-01,,,Programming Windows presentation foundation - building Windows XP / Vista user interfaces: AKA: Avalon.,,I-XV 1-430,2005,,,,,,,
books/daglib/0083368,2011-04-26,,,Publizieren im Internet - HTML-Seiten selbst erstellen (2. Aufl.).,,I-XXX 1-396,1996,,,,,,,
books/daglib/0098400,2011-04-21,,,Managing Microsoft Exchange server - hands-on advice for planning optimization and growth.,,I-XIV 1-701,1999,,,,,,,
books/daglib/0015627,2011-04-14,,,Pro Oracle spatial - the essential guide to developing spatially enabled business applications.,,I-XXXIV 1-677,2004,,,,,,,
books/daglib/0013028,2011-04-15,,,Stochastic modeling - analysis and simulation (reprint from 1995).,,I-XIV 1-321,2002,,,,,,,
books/daglib/0080751,2011-04-29,,,Natural language understanding (2. ed.).,,I-XV 1-654,1994,,,,,,,
books/daglib/0012861,2011-04-01,,,Logical database design principles.,,1-177,2005,,,,,,,
books/daglib/0020797,2017-05-16,,,Stepping into virtual reality.,,I-XV 1-214,2008,,,,,,,
books/daglib/0074424,2011-04-27,,,Interaktive Systeme - Software-Entwicklung und Software-Ergonomie.,,1-368,1994,,,,,,Vieweg Lehrbuch Informatik,
books/daglib/0040755,2017-04-11,,,Mathematical Berlin - Science Sights and Stories.,,1-159,2016,,,,,,,
books/daglib/0015079,2016-01-08,,,,,,,,,,,,,
books/daglib/0072853,2013-08-16,,,Informatik - Grundlagen: mit einer Einführung in PASCAL.,,I-VIII 1-224,1994,,,,,,Springer-Lehrbuch,
books/daglib/0095229,2011-02-03,,,Time-frequency representations.,,I-XIII 1-284,1997,,,,,,Applied and numerical harmonic analysis,
books/daglib/0031458,2013-08-30,,,Computers in Music Education - Amplifying Musicality.,,I-XXII 1-338,2007,,,,,,,
books/daglib/0088244,2011-04-26,,,Software engineering with reusable components.,,I-XVI 1-272,1997,,,,,,,
books/daglib/0072714,2011-04-08,,,Offene Systeme - Strategien Konzepte und Techniken für das Informationsmanagement.,,I-VII 1-271,1994,,,,,,,
books/daglib/0039018,2017-05-16,,,Natural Interaction with Robots Knowbots and Smartphones Putting Spoken Dialog Systems into Practice,,,2014,,,db/books/collections/BCKKM2012.html,,,,
books/daglib/0097689,2011-04-20,,,A guided tour of relational databases and beyond.,,I-XIV 1-625,1999,,,,,,,
books/daglib/0092410,2011-04-28,,,Evolutionary algorithms in theory and practice - evolution strategies evolutionary programming genetic algorithms.,,I-XII 1-314,1996,,,,,,,
books/daglib/0017091,2017-05-16,,,Transformations and projections in computer graphics.,,I-XIV 1-288,2006,,,,,,,
books/daglib/0024186,2011-02-04,,,HTML & CSS - The Good Parts: Better Ways to Build Websites That Work.,,I-XXX 1-318,2010,,,,,,,
books/daglib/0070551,2011-04-14,,,Discrete mathematics - applied combinatorics and graph theory.,,I-XV 1-387,1987,,,,,,,
books/daglib/0036826,2017-05-16,,,Automobilergonomie.,,I-XV 1-707,2015,,,,,,,
books/daglib/0091358,2016-09-29,,,Visualisierungs- und Simulationsverfahren zur interaktiven Planung kraniofazialer Korrekturoperationen.,,I-XIII 1-102,1997,,,,,,Forschungsberichte/Monographien/Tagungsbände,
books/daglib/0032063,2017-05-16,,,Proteome Bioinformatics,,,2010,,,db/books/collections/HJ2010.html,,,,
books/daglib/0075982,2012-02-21,,,Parallel programming works.,,I-XVIII 1-977,1994,,,,,,,
books/daglib/0009518,2011-04-12,,,The Linux web server CD bookshelf - version 2.0: 6 bestselling books on CD-ROM: includes a bonus book: Linux in a nutshell 4th edition.,,1-944,2003,,,,,,,
books/daglib/0018774,2011-03-21,,,Putting logic in its place - formal constraints on rational belief.,,I-XII 1-187,2007,,,,,,,
books/daglib/0096866,2011-04-20,,,Multicast - Protokolle und Anwendungen.,,I-X 1-291,1999,,,,,,dpunkt.Lehrbuch,
books/daglib/0071547,2015-03-20,,,Asynchronous transfer mode - solution for broadband ISDN (2. ed.).,,1-331,1993,,,,,,Ellis Horwood series in computers and their applications,
books/daglib/0034810,2017-05-16,,,Modelling Norms.,,I-X 1-213,2014,,,,,,,
books/daglib/0014497,2011-04-01,,,PHP - in a nutshell: a desktop quick reference.,,I-XV 1-352,2005,,,,,,,
books/daglib/0007426,2011-02-03,,,Learning Visual Basic.NET - introducing the language .NET programming and object oriented software development.,,I-XIII 1-303,2003,,,,,,,
books/daglib/0009993,2011-04-14,,,Programmieren in C.,,I-XVI 1-354,2003,,,,,,,
books/daglib/0007506,2011-04-18,,,Introducing Fortran 95 - with coverage of ISO TR 15580 and TR 15581.,,I-XVII 1-455,2000,,,,,,,
books/daglib/0028977,2017-05-16,,,Interactive 3D Multimedia Content - Models for Creation Management Search and Presentation.,,,2012,,,db/books/daglib/0028977.html,,,,
books/daglib/0087723,2011-04-26,,,Mastering Oracle power objects - developing client/server applications.,,I-XX 1-485,1997,,,,,,,
books/daglib/0076841,2011-05-02,,,Matroid decomposition.,,I-X 1-398,1992,,,,,,,
books/daglib/0067849,2011-04-07,,,Effiziente Algorithmen für perfekte Graphen.,,I-VIII 1-286,1992,,,,,,Leitfäden und Monographien der Informatik,
books/daglib/0073581,2011-04-14,,,A source book in matroid theory.,,1-412,1986,,,,,,,
books/daglib/0070572,2011-04-28,,,Algebra (3. ed.).,,I-XV 1-906,1993,,,,,,,
books/daglib/0001182,2011-04-12,,,Konstruktion von Flächen mit vorgegebenen Krümmungseigenschaften und Anwendungen in der Augenoptik.,,I-XII 1-132,1998,,,,,,,
books/daglib/0027119,2011-07-01,,,Developing Android Applications with Adobe AIR - An ActionScript Developer's Guide to Building Android Applications.,,I-XXIII 1-288,2011,,,,,,,
books/daglib/0077569,2011-04-08,,,The SGML implementation guide - a blueprint for SGML migration.,,I-XXVI 1-522,1995,,,,,,,
books/daglib/0034083,2014-10-07,,,Security in Computing 4th Edition.,,I-XXIX 1-845,2012,,,,,,,
books/daglib/0026811,2011-07-01,,,3D Shape - Its Unique Place in Visual Perception.,,I-XIV 1-278,2010,,,,,,,
books/daglib/0006596,2012-06-13,,,ASP.Net in a nutshell - a desktop quick reference.,,I-XV 1-785,2002,,,,,,,
books/daglib/0094152,2011-09-23,,,Algorithms for nonlinear programming and multiple-objective decisions.,,I-XVI 1-304,1998,,,,,,Wiley-Interscience series in discrete mathematics and optimization,
books/daglib/0009820,2011-04-15,,,Content Management integrierter Medienprodukte - ein XML-basierter Ansatz.,,I-XXII 1-264,2002,,,,,,,
books/daglib/0086210,2011-04-21,,,Java Language Reference.,,I-XIV 1-448,1997,,,,,,,
books/daglib/0020516,2011-02-15,,,Computation and visualization for understanding dynamics in geographic domains - a research agenda.,,1-112,2008,,,,,,,
books/daglib/0008452,2011-04-12,,,The Unix operating system - includes AT&T's system V release 2 and Berkeley's version 4.3.,,I-XXII 1-455,1988,,,,,,,
books/daglib/0078665,2011-04-12,,,Database systems - design implementation and management (2. ed.).,,I-XXII 1-713,1995,,,,,,,
books/daglib/0023601,2011-02-08,,,Introduction to Lattices and Order (2. ed.).,,I-XII 1-298,2002,,,,,,,
books/daglib/0040754,2017-05-16,,,Quantifiers and Cognition - Logical and Computational Perspectives.,,1-211,2016,96,,,,,Studies in linguistics and philosophy,
books/daglib/0066729,2011-05-02,,,Complete guide to corporate desktop publishing - dtp.,,1-132,,,,,,,,
books/daglib/0013507,2011-02-03,,,Rechneraufbau und Rechnerstrukturen (10. Aufl.).,,I-XIX 1-564,2006,,,,,,,
books/daglib/0015931,2011-03-23,,,SQL Server 2005 - eine umfassende Einführung.,,I-XXIV 1-615,2006,,,,,,,
books/daglib/0073499,2011-04-08,,,Programming from specifications 2nd Edition.,,I-XV 1-332,1994,,,,,,Prentice Hall International series in computer science,
books/daglib/0067015,2011-05-02,,,Equations models and programs - a mathematical introduction to computer science.,,I-XVI 1-512,1988,,,,,,Prentice-Hall Software Series,
books/daglib/0092196,2011-04-21,,,Essential Windows NT system administration - effective and painless NT management.,,I-XVI 1-467,1998,,,,,,,
books/daglib/0091606,2011-04-26,,,ARPA Kadabra - die Geschichte des Internet.,,1-351,1997,,,,,,,
books/daglib/0017763,2011-03-21,,,Geometric spanner networks.,,I-XV 1-500,2007,,,,,,,
books/daglib/0081893,2011-04-28,,,Mathematica - Einführung und Leitfaden für den Praktiker (2. Aufl. zu Version 2.2 MathLink und MathSource).,,1-522,1995,,,,,,,
books/daglib/0084427,2011-04-28,,,Black-box testing - techniques for functional testing of software and systems.,,I-XXV 1-294,1995,,,,,,,
books/daglib/0013627,2011-04-14,,,Developing semantic web services.,,I-XVI 1-445,2004,,,,,,,
books/daglib/0031635,2013-08-30,,,Vehicle Safety Communications - Protocols Security and Privacy.,,I-XXVI 1-372,2012,,,,,,Wiley series on information and communication technology,
books/daglib/0092280,2011-02-02,,,Neural networks - a tutorial.,,I-VIII 1-184,1993,,,,,,,
books/daglib/0015811,2011-03-23,,,Die Kunst der RAW-Konvertierung - RAW-Files bearbeiten mit Adobe Camera Raw RawShooter Capture One Aperture Lightroom und anderen führenden RAW-Konvertern (2. Aufl.).,,I-IX 1-285,2006,,,,,,,
books/daglib/0074589,2011-04-27,,,LATEX zum Loslegen - ein Soforthelfer für den Alltag.,,I-X 1-116,1994,,,,,,,
books/daglib/0074432,2011-04-27,,,Software-Wiederverwendung - Konzeption einer domänenorientierten Architektur.,,1-250,1994,,,,,,Programm Angewandte Informatik,
books/daglib/0090596,2016-11-29,,,Absolute Lokalisation mobiler Roboter durch Codierung der Einsatzumgebung.,,I-XIII 1-140,1997,167,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/daglib/0016419,2011-03-23,,,Ubuntu hacks - tips and tools for exploring using and tuning Linux.,,I-XIX 1-426,2006,,,,,,,
books/daglib/0012289,2011-04-01,,,AspectJ cookbook - real-world aspect-oriented programming with Java.,,I-XIX 1-331,2005,,,,,,,
books/daglib/0091953,2011-04-26,,,Running Microsoft FrontPage 98.,,I-XXXI 1-656,1997,,,,,,,
books/daglib/0013314,2011-04-01,,,ASP.NET 2.0 - a developer's notebook.,,I-XX 1-326,2005,,,,,,,
books/daglib/0014543,2011-04-01,,,Machine vision - theory algorithms practicalities.,,I-XXIII 1-934,2005,,,,,,,
books/daglib/0018618,2011-03-21,,,Regular expression pocket reference - regular expressions for Perl Ruby PHP Python C Java and .NET (2. ed.).,,I-VII 1-117,2007,,,,,,,
books/daglib/0085370,2011-04-12,,,Data structures and algorithms - an object-oriented approach using Ada 95.,,I-XVI 1-364,1997,,,,,,Undergraduate texts in computer science,
books/daglib/0037557,2016-02-15,,,Spline functions - computational methods.,,I-XII 1-413,2015,,,,,,,
books/daglib/0003700,2011-04-07,,,Developing ASP components - extending Active Server Pages (2. ed.).,,I-XVII 1-811,2001,,,,,,,
